univ_id,univ_name_std,source_id,html_file,table_index,row_n,max_col_n,candidate_score,candidate_type,review_priority,result_table_like,has_percent_token,percent_tokens,number_tokens,has_korean,has_math,has_english,has_inquiry,has_history,has_second_language,keyword_hit_json,table_text_sha256,table_text_excerpt
U0000019,서울대학교,SRC_0000019_2025_0001,0000019_2025.html,0,11,4,22,csat_reflection_ratio,high,False,False,,2025; 2024; 1; 2.5; 50; 1; 50; 4; 2; 6; 1; 2.5; 40; 1; 60; 4; 2; 4; 38; 2; 38; 2; 3; 30; 30; 5; 5; 2; 5; 5,True,True,True,True,False,False,"{""csat_reflection_ratio"": 4, ""score_conversion"": 0, ""english_korean_history"": 1, ""selection_element"": 3, ""minimum_standard"": 1, ""admission_guide_link"": 1}",d0a8ca7886434883f502fc9ebc57e0a52cfc9973d0fab5fa44d0c813eb3373fb,"구분 / 2025 학년도 / 2024 학년도 / 비고 | 공통 / [ 신설 ] 농업생명과학대학 스마트시스템과학과 [ 신설 ] 학부대학 광역 / - / | [ 변경 ] 학부대학 자유전공학부 / 자유전공학부 | 수시모집 일반전형 ( 학생부 종합 ) / [ 전형방법 ] 음악대학 국악과 - 1 단계 (2.5 배수 ): 서류평가 50+1 단계 실기평가 50 ※ 수능 최저학력기준 - 사범대학 체육교육과 : 4 개 영역 ( 국어 , 수학 , 영어 , 탐구 ) 중 2 개 영역 등급 합이 6 등급 이내 / [ 전형방법 ] 음악대학 국악과 - 1 단계 (2.5 배수 ): 서류평가 40+1 단계 실기평가 60 ※ 수능 최저학력기준 - 사범대학 체육교육과 : 4 개 영역 ( 국어 , 수학 , 영어 , 탐구 ) 중 2 개 영역 이상 4 등급 이내 / | 수시모집 기회균형특별전형 ( 학생부 종합 ) / [ 세부 지원자격 ] 자립지원대상자 :. 「아동복지법 시행령」제 38 조제 2 항 해당자 / [ 세부 지원자격 ] 자립지원대상자 : . 「아동복지법 시행령」제 38 조제 2 항 해당자로 고등학교 입학일부터 지원서 접수 마감일 기준으로 생활 중인 자 또는 고교 졸업일까지 생활한 자 ( 단 , 검정고시 출신자는 중학교 졸업 학력 취득 후 아동복지시설에서 3 년 이상 생활한 자 ) / | 수시모집 기회균형특별전형 ( 학생부 종합 ) / [ 세부 지원자격 ] 농생명계열 고교 졸업예정자 ( 농업생명과학대학 ) : 특성화고등학교 졸업예정자로서 아래의 ‘ㄱ’ 또는 ‘ㄴ’에 해당하고 소속 고등학교장의 추천을 받은 자 ( 고등학교별 추천 인원 제한 없음 ) ㄱ . 동일계열 인정 기준학과의 교육과정 이수 농업과 , 원예과 , 산림자원과 , 동물자원과 , 농업기계과 , 농업토목과 , 식품가공과 , 조경과 ㄴ . 농림․수산 해양 및 식품 가공 교과 ( 군 ) 전문교과Ⅱ 30 단위 이상 이수 ✢ 농림․수산 해양 교과 ( 군 ) 중 수산 해양 관련 과목은 제외함 ※ 특성화고등학교는 특성화고 및 특성화고와 같은 교육과정을 운영하는 학과가 있는 일반고 ( 종합고 ) 를 의미함 . 단 , 산업수요 맞춤형 고등학교 ( 마이스터고등학교 ), 종합고등학교의 일반고 교육과정 , 자연현장실습 등 체험위주의 교육을 전문으로 실시하는 특성화고등학교는 지원할 수 없음 / [ 세부 지원자격 ] 농생명계열 고교 졸업예정자 ( 농업생명과학대학 ) : 고등학교 졸업예정자로서 아래의 ‘ㄱ’..."
U0000019,서울대학교,SRC_0000019_2025_0001,0000019_2025.html,1,5,2,8,selection_element,medium,False,False,,2; 1; 3; 2; 1; 1; 2; 2; 1; 5; 1; 2; 2; 1,False,False,False,False,False,False,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 3, ""minimum_standard"": 1, ""admission_guide_link"": 0}",b132ede524c451a03dfed40b04b1f56ec425103578b7ae26fce76676ae52f63f,"전형별 주요사항 | 수시 지역균형전형 / - 다양한 지역적 , 사회·경제적 배경하에서 고등학교 교육과정을 충실히 이수한 잠재력 있는 학생을 선발하기 위한 전형임 - 소속 고등학교장 추천을 받은 고교졸업예정자 ( 고교별 추천 인원 2 명 이내 ) - 단계별 전형으로 1 단계에서 서류평가로 모집인원의 3 배수를 선발한 후 , 2 단계에서 1 단계 성적과 면접 점수를 합산하여 총점 순으로 최종 합격자를 선발함 • 서류평가 : 지원자의 제출서류 ( 학생부 등 ) 를 종합적으로 평가 • 면접 : 제출서류 기반 면접 - 수능 최저학력기준 있음 | 수시 일반전형 / - 학업능력이 우수하고 모집단위와 관련된 분야에 재능이나 열정을 가진 학생을 선발하기 위한 전형임 . 고등학교 교육과정을 이수하면서 다양한 형태로 발현될 수 있는 학생의 열정과 재능을 다각도로 평가하여 모집단위 특성에 부합하는 학생을 선발함 - 고교졸업 ( 예정 ) 자 또는 법령에 의하여 고교 졸업 이상의 학력이 있다고 인정된 자 - 단계별 전형으로 1 단계에서 서류평가로 모집인원의 2 배수를 선발한 후 , 2 단계에서 1 단계 성적과 면접 및 구술고사 점수를 합산하여 총점 순으로 최종 합격자를 선발함 ( 단 , 미술대학 , 사범대학 , 음악대학은 모집안내 참고 ) • 서류평가 : 지원자의 제출서류 ( 학생부 등 ) 를 종합적으로 평가 • 면접 및 구술고사 : 제시문 활용 면접 - 수능 최저학력기준 없음 ( 단 , 사범대학 체육교육과 , 미술대학은 수능 최저학력기준 있음 ) | 수시 기회균형특별전형 ( 사회통합 ) / - 다른 학생에 비해 지역적 , 문화적 , 개인적 어려움이 많지만 적극적인 자세와 열정 , 도전 정신을 통해 이를 슬기롭게 극복하여 우수한 성취를 이룬 학생을 선발하기 위한 전형임 - 농어촌 학생 , 저소득 학생 , 국가보훈대상자 , 서해 5 도 학생 , 자립지원 대상 아동 , 농생명계열 고교 졸업예정자 ( 농업생명과학대학 ) - 단계별 전형으로 1 단계에서 서류평가로 모집인원의 2 배수를 선발한 후 , 2 단계에서 1 단계 성적과 면접 점수를 합산하여 총점 순으로 최종 합격자를 선발함 ( 단 , 음악대학은 모집안내 참고 ) • 서류평가 : 지원자의 제출서류 ( 학생부 등 ) 를 종합적으로 평가 • 면접 : 제출서류 기반 면접 - 수능 최저학력기준 없음 | 정시 기회균형특별전형 ( 특수교육‧ 북한이탈 ) / - 장애로 인한 어려움으로 학업을 수행하..."
U0000019,서울대학교,SRC_0000019_2025_0001,0000019_2025.html,2,10,7,8,selection_element,medium,False,False,,506; 1; 3; 100; 2; 70; 1; 30; 1; 499; 1; 2; 100; 2; 100; 1; 100; 177; 4; 1; 2; 100; 2; 70; 1; 30; 20; 60; 40,False,False,False,False,False,False,"{""csat_reflection_ratio"": 1, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 2, ""minimum_standard"": 0, ""admission_guide_link"": 0}",9038af25e55a631644ca953aa5c235f865ac53a9b615781e2fdef2683d15695a,"구분 / 전형개요 / 비고 | 모집 인원 / 선발방법 / 전형요소 및 반영비율 | 방법 / 배수 / 서류 / 면접 | 수시 지역균형전형 / 506 명 / 1 단계 / 3 / 100 / / ※ 미술대학 , 음악대학 및 세부 모집단위별 전형요소는 모집안내 참고 | 2 단계 / - / 70 (1 단계 성적 ) / 30 ( 면접 ) | 수시 일반전형 * / 1,499 명 / 1 단계 / 2 / 100 / | 2 단계 * / - / 100 (1 단계 성적 ) / 100 ( 면접 및 구술고사 ) | 수시 기회균형특별전형 ( 사회통합 ) / 177(4**) 명 / 1 단계 / 2 / 100 / | 2 단계 / - / 70 (1 단계 성적 ) / 30 ( 면접 ) | 정시 기회균형특별전형 ( 특수교육‧북한이탈 ) / 20 명 이내 *** / 일괄 / 60 / 40"
U0000019,서울대학교,SRC_0000019_2025_0001,0000019_2025.html,3,4,2,4,csat_reflection_ratio,low,False,False,,,False,False,False,True,False,False,"{""csat_reflection_ratio"": 1, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}",3f273afa37d92498d32674a89e0b4aac7f0607a1bc63e7fcfefeb19f21aa8202,"평가요소 / 평가 내용 | 학업역량 / · 평가 요소 의미 - 폭넓은 지식을 깊이 있게 갖추고 활용할 수 있는 학생인가 ? - 주어진 여건에서 교과 및 학업관련 활동의 성취수준과 논리적 사고력 , 과제수행능력 등의 역량을 평가 · 평가 기준 - 교과 및 학업 활동 내용에서 우수한 학업 역량이 고르게 나타나는가 ? - 단순 암기 수준 이상의 깊이 있는 이해를 바탕으로 한 지식을 갖추었는가 ? - 의미 있는 학습경험은 무엇이었는가 ? - 자신의 성취를 점검하고 더 필요한 공부가 무엇인지 고민한 경험이 있는가 ? - 습득한 지식을 적절히 활용한 경험이 있는가 ? - 노력을 통해 성장한 모습은 어떠한가 ? · 평가 주안점 - 교과목 이수 내용 , 선택 교과목 이수 내용을 통한 지식의 양과 폭 , 사고의 깊이 - 교내 탐구 , 토론 , 독서 , 창의적체험활동 등 여러 학습활동을 통해서 축적한 학업 내용 ( 교실 수업 활동의 교사 평가 기록 활용 ) - 교내 탐구 , 토론 , 독서 , 창의적 체험활동 등 학습활동을 통해 축적한 학업 역량 및 지적 성장 과정 - 교과 점수만으로 파악할 수 없는 교과학습과정 , 노력의 양과 수준 . 수업시간을 활용하여 수행한 독서 , 토론 , 글쓰기 , 발표 , 탐구 등에서 나타나는 잠재적 학업 역량 등 사고력 , 과제수행 능력 , 표현력 , 의사소통 능력 | 학업태도 / · 평가 요소 의미 - 스스로 알고자 하며 적극적으로 배우고자 하는 학생인가 ? - 자기주도적 학습경험에서 나타나는 지적호기심 , 탐구 의지 , 깊이 있는 배움에 대한 열의 , 학업수행 과정에서의 주도성 , 적극성 및 진취성 , 진로 탐색의지 등의 학업소양을 평가 · 평가 기준 - 열심히 공부한 이유는 무엇인가 ? - 지식을 쌓기 위한 과정은 어떠하였는가 ? - 적극적이며 지속적으로 노력하였는가 ? - 학교생활 전반에 적극적으로 참여하였는가 ? - 스스로 알고자 하는 호기심과 도전적 태도가 나타나는가 ? - 자기주도적으로 학습하였는가 ? · 평가 주안점 - 학습활동과 학습경험의 ‘동기’와 ‘과정’에서 보인 역량 및 적극적인 탐구 의지와 호기심 , 능동적이고 주도적인 학습 태도와 열정 - 학업 동기와 구체적 실행과정에서 보이는 열의 , 과제 수행태도 - 독서 활용 학습 , 실험 , 탐구 , 관찰 , 조사 , 수집 , 노작 등 직접 체험 과정에서의 성공 , 실패 , 도전 과정 - 교실수업 내용 중 과제참여도 , 문제 해결력 ,..."
U0000019,서울대학교,SRC_0000019_2025_0001,0000019_2025.html,4,7,15,4,csat_reflection_ratio,low,False,False,,7; 3; 3; 7; 7; 3; 3; 7; 7; 3; 3; 7,False,False,False,False,False,False,"{""csat_reflection_ratio"": 1, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}",edaf2853b042e08dd5b15422f408fec77ede92d20e4d1b8addb6a16e1328b7b3,"구분 / 내용 | 서류평가 평가요소별 배점 / 구분 학업역량 학업태도 학업외소양 최종 서류평가 수시 지역균형전형 7 등급 (A+, A, B+, B, C+, C, D) 3 등급 (A, B, C) 3 등급 (A, B, C) 7 등급 (A+, A, B+, B, C+, C, D) 수시 일반전형 수시 기회균형특별전형 ( 사회통합 ) 정시 기회균형특별전형 ( 특수교육‧북한이탈 ) ※ 평가요소별 등급을 종합적으로 고려하여 최종 서류평가 등급 부여 ( 따로 반영비율을 정하지 않음 ) / 구분 / 학업역량 / 학업태도 / 학업외소양 / 최종 서류평가 / 수시 지역균형전형 / 7 등급 (A+, A, B+, B, C+, C, D) / 3 등급 (A, B, C) / 3 등급 (A, B, C) / 7 등급 (A+, A, B+, B, C+, C, D) / 수시 일반전형 / 수시 기회균형특별전형 ( 사회통합 ) / 정시 기회균형특별전형 ( 특수교육‧북한이탈 ) | 구분 / 학업역량 / 학업태도 / 학업외소양 / 최종 서류평가 | 수시 지역균형전형 / 7 등급 (A+, A, B+, B, C+, C, D) / 3 등급 (A, B, C) / 3 등급 (A, B, C) / 7 등급 (A+, A, B+, B, C+, C, D) | 수시 일반전형 | 수시 기회균형특별전형 ( 사회통합 ) | 정시 기회균형특별전형 ( 특수교육‧북한이탈 )"
U0000019,서울대학교,SRC_0000019_2025_0001,0000019_2025.html,7,12,15,9,csat_reflection_ratio,medium,False,False,,2; 15; 30; 45; 100; 2024,False,True,False,True,False,False,"{""csat_reflection_ratio"": 2, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 1, ""minimum_standard"": 0, ""admission_guide_link"": 0}",29be4117cb025b89798fdef43a570ba474d2e6f95bf1caac067c905993418e12,"해당전형 / 수시 일반전형 | 진행방법 / 평가위원 2 인 이상 / 개별면접 | 면접시간 / 15 분 내외 ( 답변 준비시간 30 분 또는 45 분 내외 ) ※ 미술대학 , 음악대학 , 수의과대학 , 의과대학 , 치의학대학원 치의학과는 모집안내 참고 | 출제방식 / 제시문 활용 면접 | 평가방법 / 평가요소 ( 비율 ) / 평가항목 * / 면접문항 ( 예시 ) | 100 / 문제 해결 능력 , 논리적이고 창의적인 사고력 / 모집단위별 제시문 활용 ( 인문학 , 사회과학 , 수학 ( 인문 ), 수학 ( 자연 ), 물리학 , 화학 , 생명과학 , 지구과학 ) 하여 면접관과 수험생 사이의 상호작용을 통해 문제 해결 능력과 논리적이고 창의적인 사고력을 종합적으로 평가 - 제시문별 출제 범위 수학 ( 인문 ) 수학 , 수학Ⅰ , 수학Ⅱ , 확률과 통계 수학 ( 자연 ) 수학 , 수학Ⅰ , 수학Ⅱ , 확률과 통계 , 미적분 , 기하 물리학 통합과학 , 과학탐구실험 , 물리학Ⅰ , 물리학Ⅱ 화학 통합과학 , 과학탐구실험 , 화학Ⅰ , 화학Ⅱ 생명과학 통합과학 , 과학탐구실험 , 생명과학Ⅰ , 생명과학Ⅱ 지구과학 통합과학 , 과학탐구실험 , 지구과학Ⅰ , 지구과학Ⅱ - 2024 학년도 수시모집 일반전형 면접 및 구술고사 제시문은 서울대학교 입학본부 홈페이지 (https://admission.snu.ac.kr) 입학자료실 또는 서울대학교 웹진 ‘아로리’ (http://snuarori.snu.ac.kr) 자료창고에서 확인할 수 있음 / 수학 ( 인문 ) / 수학 , 수학Ⅰ , 수학Ⅱ , 확률과 통계 / 수학 ( 자연 ) / 수학 , 수학Ⅰ , 수학Ⅱ , 확률과 통계 , 미적분 , 기하 / 물리학 / 통합과학 , 과학탐구실험 , 물리학Ⅰ , 물리학Ⅱ / 화학 / 통합과학 , 과학탐구실험 , 화학Ⅰ , 화학Ⅱ / 생명과학 / 통합과학 , 과학탐구실험 , 생명과학Ⅰ , 생명과학Ⅱ / 지구과학 / 통합과학 , 과학탐구실험 , 지구과학Ⅰ , 지구과학Ⅱ | 수학 ( 인문 ) / 수학 , 수학Ⅰ , 수학Ⅱ , 확률과 통계 | 수학 ( 자연 ) / 수학 , 수학Ⅰ , 수학Ⅱ , 확률과 통계 , 미적분 , 기하 | 물리학 / 통합과학 , 과학탐구실험 , 물리학Ⅰ , 물리학Ⅱ | 화학 / 통합과학 , 과학탐구실험 , 화학Ⅰ , 화학Ⅱ | 생명과학 / 통합과학 , 과학탐구실험 , 생명과학Ⅰ , 생명과학Ⅱ | 지구과학 / 통합과학 , 과학탐구실험 ,..."
U0000019,서울대학교,SRC_0000019_2025_0001,0000019_2025.html,8,6,2,7,csat_reflection_ratio,medium,False,False,,,False,True,False,True,False,False,"{""csat_reflection_ratio"": 2, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}",e57c8d970fd063f5ab51532a4217617aa66431c6e77902a0976fe73e23b50ab4,"수학 ( 인문 ) / 수학 , 수학Ⅰ , 수학Ⅱ , 확률과 통계 | 수학 ( 자연 ) / 수학 , 수학Ⅰ , 수학Ⅱ , 확률과 통계 , 미적분 , 기하 | 물리학 / 통합과학 , 과학탐구실험 , 물리학Ⅰ , 물리학Ⅱ | 화학 / 통합과학 , 과학탐구실험 , 화학Ⅰ , 화학Ⅱ | 생명과학 / 통합과학 , 과학탐구실험 , 생명과학Ⅰ , 생명과학Ⅱ | 지구과학 / 통합과학 , 과학탐구실험 , 지구과학Ⅰ , 지구과학Ⅱ"
U0000019,서울대학교,SRC_0000019_2025_0001,0000019_2025.html,9,11,37,4,csat_reflection_ratio,low,False,False,,1; 2; 3; 1; 2; 1; 2; 1; 2; 3; 300; 1; 20; 3; 1; 1; 4; 1; 300; 98; 71.2; 15.4; 2; 2; 4; 3; 20; 94; 89.2; 4.6,False,False,False,False,False,False,"{""csat_reflection_ratio"": 1, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}",2c8a588f2a396e8c5629380a18f530ccc00563dc2f8a3c19237dc51656d60341,"전 형 / 교과성적 / 1 학년 / 2 학년 / 3 학년 / 비고 | 1 학기 / 2 학기 / 1 학기 / 2 학기 / 1 학기 / 2 학기 | 수시 지역균형전형 / 정성평가 / ① / ② / ③ / ( 학년별 차등 없이 반영 ) 졸업예정자 ① , ② 성적 반영 졸업자 ① , ② , ③ 성적 반영 | 수시 일반전형 | 수시 기회균형특별전형 ( 사회통합 ) | 정시 기회균형특별전형 ( 특수교육‧북한이탈 ) | ※ 평가방법 ( 공통 ) - 교과성취도 파악할 때 교과 성적을 공식으로 수치화하여 기계적으로 반영하지 않음 . 상이한 교육환경과 교육과정에서 얻은 성적을 단순히 수치상으로 비교할 경우 해당 지원자의 학업역량 수준을 판단하기 위한 정확한 정보가 될 수 없음 - 정량평가를 하지 않으므로 학년별 / 과목별 반영 비율은 존재하지 않으며 , 전 교과목의 3 년간의 성취도를 정성적으로 평가함 [ 예시 ] 아래 표에서 볼 수 있듯이 수강자가 300 명인 과목에서 1 등급을 받은 성적과 수강자가 20 명인 과목에서 3 등급을 받은 성적을 단순히 비교하는 것은 적절한 평가방식이라 할 수 없음 . 수강자 수 , 원점수 , 평균 , 표준편차 , 학년별 성적 변화 , 선택 과목 특성 등의 다양한 정보를 통해 수치가 가지고 있는 의미와 정보를 정성적으로 해석하여 더욱 정확하게 학업역량을 평가하고자 함 학년 학기 과목 이수단위 등급 인원 원점수 평균 표준편차 1 1 OOO 4 1 300 98 71.2 15.4 2 2 OOO 4 3 20 94 89.2 4.6 3 1 OOO 4 우수 - - - - - 교과 성적을 평가할 때 학생이 이수한 과목의 선택 상황을 고려함 . 소수 학생이 선택한 과목이나 난이도가 높은 과목을 이수하여 수치상 결과가 다소 나쁠 수 있지만 학생의 도전 정신과 호기심을 긍정적으로 평가한다면 도전하지 않은 학생에 비하여 더 좋은 평가를 할 수도 있음 . 따라서 소규모 학교나 소수 학생들이 이수한 과목을 수강하는 것이 서류평가에서 결코 불리하지 않음 / 학년 / 학기 / 과목 / 이수단위 / 등급 / 인원 / 원점수 / 평균 / 표준편차 / 1 / 1 / OOO / 4 / 1 / 300 / 98 / 71.2 / 15.4 / 2 / 2 / OOO / 4 / 3 / 20 / 94 / 89.2 / 4.6 / 3 / 1 / OOO / 4 / 우수 / - / - / - / - | 학년 / 학기 / 과목 / 이수단위 / 등급 / ..."
U0000019,서울대학교,SRC_0000019_2025_0001,0000019_2025.html,12,61,7,10,csat_reflection_ratio,medium,True,True,50; 70,50; 70; 27; 4.81; 1; 3; 1.20; 1.31; 9; 2.33; 1; 1; 1.35; 1.46; 17; 3.35; 1; 2; 1.12; 1.13; 12; 2.33; 1; 0; 1.09; 1.18; 6; 4.33; 1; 0,True,True,True,False,False,False,"{""csat_reflection_ratio"": 3, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 1, ""minimum_standard"": 0, ""admission_guide_link"": 0}",53210eec90ffa5dcea83430f5b1d5e83dac386e9ba8b1f9dcdc358962293495a,모집단위 / 수시 지역균형전형 | 모집 인원 / 경쟁률 / 충원 합격 순위 / 최종등록자 교과성적 학생부등급 / 평가에 반영된 교과목 | 50% cut / 70% cut | 인문계열 / 27 / 4.81:1 / 3 / 1.20 / 1.31 / 전과목 | 역사학부 / 9 / 2.33:1 / 1 / 1.35 / 1.46 / 전과목 | 정치외교학부 / 17 / 3.35:1 / 2 / 1.12 / 1.13 / 전과목 | 경제학부 / 12 / 2.33:1 / 0 / 1.09 / 1.18 / 전과목 | 사회학과 / 6 / 4.33:1 / 0 / 1.03 / 1.07 / 전과목 | 심리학과 / 6 / 2.50:1 / 0 / 1.27 / 1.30 / 전과목 | 지리학과 / 6 / 2.17:1 / 1 / 1.26 / 1.42 / 전과목 | 사회복지학과 / 6 / 3.00:1 / 0 / 1.32 / 1.39 / 전과목 | 수리과학부 / 7 / 4.00:1 / 1 / 1.19 / 1.26 / 전과목 | 통계학과 / 7 / 3.71:1 / 0 / 1.26 / 1.26 / 전과목 | 물리 · 천문학부 ( 물리학전공 ) / 8 / 2.50:1 / 2 / 1.22 / 1.24 / 전과목 | 화학부 / 7 / 5.14:1 / 2 / 1.24 / 1.24 / 전과목 | 생명과학부 / 7 / 11.86:1 / 4 / 1.31 / 1.36 / 전과목 | 지구환경과학부 / 5 / 3.40:1 / 0 / 1.18 / 1.39 / 전과목 | 간호대학 / 10 / 8.20:1 / 3 / 1.52 / 1.56 / 전과목 | 경영대학 / 26 / 2.42:1 / 0 / 1.12 / 1.18 / 전과목 | 건설환경공학부 / 8 / 4.25:1 / 0 / 1.47 / 1.48 / 전과목 | 기계공학부 / 16 / 3.69:1 / 3 / 1.26 / 1.31 / 전과목 | 재료공학부 / 15 / 3.67:1 / 3 / 1.26 / 1.29 / 전과목 | 전기 ・ 정보공학부 / 11 / 4.73:1 / 6 / 1.11 / 1.16 / 전과목 | 컴퓨터공학부 / 6 / 6.83:1 / 0 / 1.07 / 1.10 / 전과목 | 화학생물공학부 / 12 / 4.17:1 / 2 / 1.12 / 1.22 / 전과목 | 건축학과 / 8 / 2.75:1 / 1 / 1.45 / 1.52 / 전과목 | 산업공학과 / 4 / 6.75:1 / 0 / 1.42 / 1.42 / 전과목...
U0000019,서울대학교,SRC_0000019_2025_0001,0000019_2025.html,13,82,7,10,csat_reflection_ratio,medium,True,True,50; 70,50; 70; 9; 12.11; 1; 0; 1.75; 2.35; 9; 8.78; 1; 0; 1.76; 1.82; 9; 12.56; 1; 0; 2.24; 2.29; 9; 8.11; 1; 0; 1.55; 1.85; 9; 7.33; 1; 0,True,True,True,False,False,False,"{""csat_reflection_ratio"": 3, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 1, ""minimum_standard"": 0, ""admission_guide_link"": 0}",d019143bd2fe86c689092f4cc6ab2e909ff706c1d7670df7f68e829038a40eff,모집단위 / 수시 일반전형 | 모집 인원 / 경쟁률 / 충원 합격 순위 / 최종등록자 교과성적 학생부등급 / 평가에 반영된 교과목 | 50% cut / 70% cut | 국어국문학과 / 9 / 12.11:1 / 0 / 1.75 / 2.35 / 전과목 | 중어중문학과 / 9 / 8.78:1 / 0 / 1.76 / 1.82 / 전과목 | 영어영문학과 / 9 / 12.56:1 / 0 / 2.24 / 2.29 / 전과목 | 불어불문학과 / 9 / 8.11:1 / 0 / 1.55 / 1.85 / 전과목 | 독어독문학과 / 9 / 7.33:1 / 0 / 2.16 / 2.49 / 전과목 | 노어노문학과 / 9 / 8.22:1 / 1 / 1.96 / 2.56 / 전과목 | 서어서문학과 / 9 / 8.56:1 / 0 / 2.24 / 2.46 / 전과목 | 언어학과 / 9 / 10.00:1 / 0 / 1.85 / 2.03 / 전과목 | 아시아언어문명학부 / 9 / 11.11:1 / 0 / 1.82 / 1.96 / 전과목 | 역사학부 / 9 / 14.67:1 / 0 / 2.68 / 2.99 / 전과목 | 고고미술사학과 / 9 / 11.11:1 / 0 / 2.51 / 2.94 / 전과목 | 철학과 / 9 / 20.78:1 / 0 / 1.89 / 2.13 / 전과목 | 종교학과 / 9 / 11.67:1 / 0 / 2.60 / 2.79 / 전과목 | 미학과 / 9 / 12.00:1 / 0 / 2.07 / 2.43 / 전과목 | 정치외교학부 / 25 / 12.00:1 / 0 / 1.71 / 1.82 / 전과목 | 경제학부 / 60 / 5.60:1 / 1 / 1.91 / 2.32 / 전과목 | 사회학과 / 10 / 17.30:1 / 0 / 1.75 / 2.17 / 전과목 | 인류학과 / 13 / 13.31:1 / 0 / 1.98 / 2.40 / 전과목 | 심리학과 / 8 / 12.50:1 / 0 / 2.09 / 2.28 / 전과목 | 지리학과 / 9 / 10.89:1 / 0 / 2.39 / 2.50 / 전과목 | 사회복지학과 / 7 / 14.57:1 / 0 / 1.53 / 2.01 / 전과목 | 언론정보학과 / 13 / 9.54:1 / 0 / 1.61 / 1.87 / 전과목 | 수리과학부 / 16 / 8.06:1 / 0 / 1.32 / 1.32 / 전과목 | 통계학과 / 12 / 8.08:1 / 0 / 1.56 / 1.71 / 전과목 | ...
