label,path,column,dtype,missing_n,missing_pct,unique_n,is_numeric,is_boolean,sample_values
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,dataset,str,0,0.0,2,False,False,D01 | D01 | D01
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,raw_value,str,4,0.017467248908296942,13,False,False,본교(제1캠퍼스) | 본교(제2캠퍼스) | 본교(제1캠퍼스)
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,standard_value,str,0,0.0,10,False,False,본교_제1캠퍼스 | 본교_제2캠퍼스 | 본교_제1캠퍼스
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,campus_seq,str,8,0.034934497816593885,4,False,False,제1캠퍼스 | 제2캠퍼스 | 제1캠퍼스
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,campus_branch,str,7,0.03056768558951965,2,False,False,본교 | 본교 | 본교
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,sido,str,12,0.05240174672489083,17,False,False,강원 | 강원 | 강원
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,sigungu,str,12,0.05240174672489083,163,False,False,강원 강릉시 | 강원 원주시 | 강원 춘천시
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,basis,str,0,0.0,2,False,False,본분교 code plus 제N캠퍼스/분교 token | 본분교 code plus 제N캠퍼스/분교 token | 본분교 code plus 제N캠퍼스/분교 token
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,confidence,str,0,0.0,2,False,False,high | high | high
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,approval_status,str,0,0.0,1,False,False,rule_approved | rule_approved | rule_approved
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_alias.csv,dataset,str,0,0.0,2,False,False,D01 | D01 | D01
